Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,waist_yaw_joint,waist_roll_joint,waist_pitch_joint,head_yaw_joint,head_pitch_joint,left_shoulder_pitch_joint,left_shoulder_roll_joint,left_shoulder_yaw_joint,left_elbow_joint,left_wrist_roll_joint,left_wrist_pitch_joint,left_wrist_yaw_joint,right_shoulder_pitch_joint,right_shoulder_roll_joint,right_shoulder_yaw_joint,right_elbow_joint,right_wrist_roll_joint,right_wrist_pitch_joint,right_wrist_yaw_joint,left_hip_pitch_joint,left_hip_roll_joint,left_hip_yaw_joint,left_knee_joint,left_ankle_pitch_joint,left_ankle_roll_joint,right_hip_pitch_joint,right_hip_roll_joint,right_hip_yaw_joint,right_knee_joint,right_ankle_pitch_joint,right_ankle_roll_joint
21,0.0925377,-0.087639584,108.271003,0.489423094,-1.69246594,-0.214479338,0.0702575536,-2.03795257,1.64420881,2.10239503e-15,0,-8.0727406,12.2679598,-56.9467432,76.6789002,7.51768101,-26.046713,9.4573002,-4.5314587,-7.57557711,49.1214808,76.3726208,-0.689395432,-11.8908898,-16.5516418,-2.18891555,-0.528033013,-3.09283879,10.5266064,-6.3775901,-0.0443438226,-1.41294736,1.51900302,-4.11512964,10.0395482,-7.16567526,-2.26944775
22,0.09762198,-0.090258021,108.266544,0.492097725,-1.68744693,-0.222235034,0.0592273584,-2.0338933,1.64504338,-6.51302027e-15,0,-8.06842477,12.2563578,-56.920587,76.6722202,7.44829653,-25.8916455,9.44640605,-4.52613755,-7.59613,49.2089892,76.3491796,-0.682499396,-11.9571494,-16.5767769,-2.1843073,-0.528371108,-3.0751597,10.5167974,-6.38417013,-0.0526444734,-1.40988658,1.51939159,-4.11254185,10.028812,-7.17865518,-2.26657586
23,0.10103751,-0.094330462,108.270347,0.487203462,-1.68473855,-0.223788342,0.0437828166,-2.04078411,1.65885114,-2.58533794e-15,0,-8.0709195,12.2567779,-56.8794044,76.670861,7.47047159,-25.9612366,9.45344797,-4.5312508,-7.59255013,49.2118033,76.3518297,-0.725991746,-12.029657,-16.5988896,-2.17834946,-0.518263068,-3.07481862,10.5037765,-6.37688787,-0.0556091257,-1.41227683,1.5294786,-4.10904266,10.0301729,-7.16290988,-2.26619764
24,0.10490381,-0.102213618,108.269954,0.490385591,-1.68315605,-0.220335861,0.027906954,-2.05849693,1.67235314,2.5826327e-15,0,-8.07533863,12.2717292,-56.8796161,76.6533416,7.4277018,-25.8750071,9.45635166,-4.53234875,-7.5749769,49.1825632,76.3569045,-0.718596785,-11.9678993,-16.6069288,-2.17657937,-0.518023585,-3.07531594,10.4998603,-6.3761596,-0.0534332436,-1.41289549,1.53036781,-4.11577936,10.0329571,-7.16627119,-2.2832554
25,0.10924135,-0.105106236,108.270717,0.488751456,-1.68095354,-0.226783376,0.0413661336,-2.04500346,1.6804499,4.00412556e-15,0,-8.08391223,12.2506529,-56.8760234,76.6580681,7.35053091,-25.661393,9.44576572,-4.52806495,-7.59121482,49.178769,76.3597664,-0.758417429,-12.0638028,-16.6223309,-2.17399777,-0.511718786,-3.06649795,10.4966381,-6.37232146,-0.0638246093,-1.40989512,1.53474223,-4.10609714,10.0260091,-7.16133126,-2.27180053
26,0.11390634,-0.112189573,108.266854,0.492055986,-1.67573068,-0.22949417,0.0455333327,-2.08396115,1.6901476,-2.37573447e-16,0,-8.0975376,12.2863893,-56.9345889,76.6397495,7.99543652,-25.8344614,9.52026344,-4.54082502,-7.5616845,49.1963875,76.3690896,-0.63139448,-11.7614048,-16.6150294,-2.16816095,-0.511274237,-3.05270374,10.482731,-6.37530839,-0.0595977628,-1.4063669,1.53623345,-4.10574624,10.0150663,-7.1677892,-2.28642567
27,0.11439268,-0.11672856,108.271348,0.495747215,-1.67585355,-0.220690864,0.01153074,-2.0875756,1.70457541,-3.18066881e-15,0,-8.10252279,12.2726726,-56.9157888,76.6469212,7.37479772,-25.7510682,9.52030272,-4.53850233,-7.53967165,49.1184516,76.4032405,-0.770436054,-12.0682715,-16.6258723,-2.16827279,-0.513856636,-3.06124447,10.4785851,-6.35991912,-0.0585534242,-1.41015136,1.53345185,-4.11353778,10.023779,-7.16542339,-2.26724095
28,0.11805371,-0.117306492,108.27328,0.488443678,-1.67467938,-0.224632847,0.00101318909,-2.08696089,1.72264297,8.69905139e-17,0,-8.12190174,12.2751938,-56.9305591,76.6475564,7.3913097,-25.81164,9.52776641,-4.54074135,-7.53777286,49.0860185,76.3949145,-0.740519451,-11.9648727,-16.6233827,-2.16496165,-0.503184252,-3.06027778,10.4751538,-6.36204715,-0.0623821521,-1.41050311,1.54305232,-4.10938588,10.0245688,-7.15885403,-2.27602159
29,0.12168084,-0.125984649,108.273005,0.505340048,-1.67286954,-0.225198446,0.00407875602,-2.10258366,1.73696118,-2.39116035e-15,0,-8.136462,12.2638762,-56.9648637,76.6511628,7.40679118,-25.8716415,9.53806633,-4.55658184,-7.55496872,49.1543272,76.3904408,-0.666701488,-11.8204295,-16.6165764,-2.16885016,-0.519997616,-3.05588939,10.4817748,-6.35104841,-0.0725200138,-1.40499083,1.52832814,-4.10997028,10.0160396,-7.16571709,-2.28730335
30,0.12107566,-0.130158581,108.275771,0.505760028,-1.67327761,-0.218168571,-0.00485988929,-2.10305836,1.76494052,-5.50619099e-15,0,-8.16543566,12.2623257,-57.0279439,76.6417098,7.72215809,-25.9889381,9.58343159,-4.56945418,-7.53832867,49.0816472,76.4163955,-0.72189566,-11.9491086,-16.6190011,-2.16974598,-0.517940609,-3.06573084,10.4799341,-6.3407169,-0.0645525781,-1.40818224,1.52997678,-4.11606623,10.0215968,-7.15875115,-2.27615883
